region,city,center_name,center_type,patient,organ,subtype,number,year
Marche,Ancona,AN - PRESIDIO OSPEDALIERO UMBERTO I - ANCONA,SOT+HCT,adult only,Rene,Rene doppio,0,2019
Lazio,Roma,RM - A.O. SAN CAMILLO - FORLANINI,SOT+HCT,adult only,Rene,Rene doppio,1,2019
Lazio,Roma,RM - AZ. OSP. UNIV. POLICLINICO TOR VERGATA,SOT+HCT,adult only,Rene,Rene doppio,2,2019
Lazio,Roma,RM - OSPEDALE PEDIATRICO BAMBINO GESU',SOT+HCT,pediatric only,Rene,Rene doppio,0,2019
Lazio,Roma,RM - POLICLINICO UMBERTO I - ROMA,SOT+HCT,adult only,Rene,Rene doppio,0,2019
Lazio,Roma,RM - POLICLINICO UMBERTO I - ROMA,SOT+HCT,adult only,Rene,Rene doppio,0,2019
Lazio,Roma,RM - POLICLINICO UNIVERSITARIO A. GEMELLI,SOT+HCT,adult only,Rene,Rene doppio,1,2019
Abruzzo,L’Aquila,AQ - OSPEDALE CIVILE S. SALVATORE - L'AQUILA,SOT only,adult only,Rene,Rene doppio,0,2019
Campania,Napoli,NA - UNIV NAPOLI - FEDERICO II - FAC. MEDIC.,SOT+HCT,adult only,Rene,Rene doppio,0,2019
Campania,Salerno,SA - OORR S.GIOVANNI DI DIO E RUGGI D`ARAGONA,SOT+HCT,adult only,Rene,Rene doppio,0,2019
Puglia,Bari,BA - AOU CONSORZIALE POLICLINICO di BARI,SOT+HCT,adult only,Rene,Rene doppio,7,2019
Calabria,Cosenza,CS - PRESIDIO OSPEDALIERO ANNUNZIATA,SOT only,adult only,Rene,Rene doppio,0,2019
Calabria,Reggio Calabria,RC - OSPEDALE BIANCHI - MELACRINO - MORELLI,SOT+HCT,adult only,Rene,Rene doppio,0,2019
Sicilia,Catania,CT - A.O. UNIVERSITARIA DI CATANIA,SOT+HCT,adult+pediatric,Rene,Rene doppio,0,2019
Sicilia,Palermo,PA - Is.Me.T.T.,SOT only,adult+pediatric,Rene,Rene doppio,2,2019
Sicilia,Palermo,PA - P.O. CIVICO E BENFRATELLI,SOT only,adult only,Rene,Rene doppio,0,2019
Sardegna,Cagliari,CA - AZIENDA OSPEDALIERA G. BROTZU,SOT+HCT,adult+pediatric,Rene,Rene doppio,2,2019
Piemonte,Novara,NO - AOU MAGGIORE DELLA CARITA' - NOVARA,SOT only,adult only,Rene,Rene - fegato,0,2019
Piemonte,Torino,"TO - AOU Città della Salute, PO S.G.Battista",SOT+HCT,adult+pediatric,Rene,Rene - fegato,2,2019
Piemonte,Torino,"TO - AOU Città della Salute, PO S.G.Battista",SOT+HCT,adult+pediatric,Rene,Rene - fegato,6,2019
Lombardia,Bergamo,BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,SOT+HCT,adult only,Rene,Rene - fegato,2,2019
Lombardia,Brescia,BS - PRES. OSPEDAL. SPEDALI CIVILI BRESCIA,SOT+HCT,adult+pediatric,Rene,Rene - fegato,0,2019
Lombardia,Milano,MI - AO NIGUARDA CA' GRANDA - MILANO,SOT+HCT,adult only,Rene,Rene - fegato,3,2019
Lombardia,Milano,MI - IRCCS S. RAFFAELE - MILANO,SOT+HCT,adult+pediatric,Rene,Rene - fegato,0,2019
Lombardia,Milano,MI - OSPEDALE MAGGIORE POLICLINICO - MILANO,SOT+HCT,adult only,Rene,Rene - fegato,2,2019
Lombardia,Pavia,PV - OSPEDALE POLICLINICO S. MATTEO - PAVIA,SOT+HCT,adult+pediatric,Rene,Rene - fegato,0,2019
Lombardia,Varese,VA - OSPEDALE DI CIRCOLO E FONDAZIONE MACCHI,SOT only,adult only,Rene,Rene - fegato,0,2019
Veneto,Padova,PD - AZIENDA OSPEDALIERA DI PADOVA,SOT+HCT,adult+pediatric,Rene,Rene - fegato,2,2019
Veneto,Treviso,TV - OSPEDALE CA' FONCELLO - TREVISO,SOT only,adult only,Rene,Rene - fegato,0,2019
Veneto,Vicenza,VI - OSPEDALE DI VICENZA,SOT+HCT,adult only,Rene,Rene - fegato,0,2019
Veneto,Verona,VR - OSPEDALE CIVILE MAGGIORE - VERONA,SOT+HCT,adult+pediatric,Rene,Rene - fegato,0,2019
Friuli Venezia Giulia,Udine,UD - AZIENDA OSPEDALIERA S. M. MISERICORDIA,SOT+HCT,adult only,Rene,Rene - fegato,0,2019
Liguria,Genova,GE - A.O.U. S. MARTINO - GENOVA,SOT+HCT,adult only,Rene,Rene - fegato,0,2019
Emilia-Romagna,Bologna,BO - S.ORSOLA-MALPIGHI - BO,SOT+HCT,adult+pediatric,Rene,Rene - fegato,2,2019
Emilia-Romagna,Modena,MO - AZIENDA OSPEDALIERA POLICLINICO - MODENA,SOT+HCT,adult only,Rene,Rene - fegato,0,2019
Emilia-Romagna,Parma,PR - OSPEDALE MAGGIORE - PARMA,SOT+HCT,adult only,Rene,Rene - fegato,0,2019
Toscana,Firenze,FI - A.O.U. CAREGGI - FIRENZE,SOT+HCT,adult only,Rene,Rene - fegato,0,2019
Toscana,Pisa,PI - A.O.U. PISANA,SOT+HCT,adult+pediatric,Rene,Rene - fegato,0,2019
Toscana,Siena,SI - A.O.U. SENESE - S.M. alle SCOTTE,SOT+HCT,adult only,Rene,Rene - fegato,0,2019
Umbria,Perugia,PG - AZIENDA OSPEDALIERA DI PERUGIA,SOT+HCT,adult+pediatric,Rene,Rene - fegato,0,2019
Marche,Ancona,AN - PRESIDIO OSPEDALIERO UMBERTO I - ANCONA,SOT+HCT,adult only,Rene,Rene - fegato,0,2019
Lazio,Roma,RM - A.O. SAN CAMILLO - FORLANINI,SOT+HCT,adult only,Rene,Rene - fegato,0,2019
Lazio,Roma,RM - AZ. OSP. UNIV. POLICLINICO TOR VERGATA,SOT+HCT,adult only,Rene,Rene - fegato,1,2019
Lazio,Roma,RM - OSPEDALE PEDIATRICO BAMBINO GESU',SOT+HCT,pediatric only,Rene,Rene - fegato,1,2019
Lazio,Roma,RM - POLICLINICO UMBERTO I - ROMA,SOT+HCT,adult only,Rene,Rene - fegato,0,2019
Lazio,Roma,RM - POLICLINICO UMBERTO I - ROMA,SOT+HCT,adult only,Rene,Rene - fegato,1,2019
Lazio,Roma,RM - POLICLINICO UNIVERSITARIO A. GEMELLI,SOT+HCT,adult only,Rene,Rene - fegato,0,2019
Abruzzo,L’Aquila,AQ - OSPEDALE CIVILE S. SALVATORE - L'AQUILA,SOT only,adult only,Rene,Rene - fegato,0,2019
Campania,Napoli,NA - UNIV NAPOLI - FEDERICO II - FAC. MEDIC.,SOT+HCT,adult only,Rene,Rene - fegato,0,2019
Campania,Salerno,SA - OORR S.GIOVANNI DI DIO E RUGGI D`ARAGONA,SOT+HCT,adult only,Rene,Rene - fegato,0,2019
Puglia,Bari,BA - AOU CONSORZIALE POLICLINICO di BARI,SOT+HCT,adult only,Rene,Rene - fegato,0,2019
Calabria,Cosenza,CS - PRESIDIO OSPEDALIERO ANNUNZIATA,SOT only,adult only,Rene,Rene - fegato,0,2019
Calabria,Reggio Calabria,RC - OSPEDALE BIANCHI - MELACRINO - MORELLI,SOT+HCT,adult only,Rene,Rene - fegato,0,2019
Sicilia,Catania,CT - A.O. UNIVERSITARIA DI CATANIA,SOT+HCT,adult+pediatric,Rene,Rene - fegato,0,2019
Sicilia,Palermo,PA - Is.Me.T.T.,SOT only,adult+pediatric,Rene,Rene - fegato,2,2019
Sicilia,Palermo,PA - P.O. CIVICO E BENFRATELLI,SOT only,adult only,Rene,Rene - fegato,0,2019
Sardegna,Cagliari,CA - AZIENDA OSPEDALIERA G. BROTZU,SOT+HCT,adult+pediatric,Rene,Rene - fegato,1,2019
Piemonte,Novara,NO - AOU MAGGIORE DELLA CARITA' - NOVARA,SOT only,adult only,Rene,Rene - pancreas,0,2019
Piemonte,Torino,"TO - AOU Città della Salute, PO S.G.Battista",SOT+HCT,adult+pediatric,Rene,Rene - pancreas,0,2019
Piemonte,Torino,"TO - AOU Città della Salute, PO S.G.Battista",SOT+HCT,adult+pediatric,Rene,Rene - pancreas,4,2019
Lombardia,Bergamo,BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,SOT+HCT,adult only,Rene,Rene - pancreas,0,2019
Lombardia,Brescia,BS - PRES. OSPEDAL. SPEDALI CIVILI BRESCIA,SOT+HCT,adult+pediatric,Rene,Rene - pancreas,0,2019
Lombardia,Milano,MI - AO NIGUARDA CA' GRANDA - MILANO,SOT+HCT,adult only,Rene,Rene - pancreas,3,2019
Lombardia,Milano,MI - IRCCS S. RAFFAELE - MILANO,SOT+HCT,adult+pediatric,Rene,Rene - pancreas,8,2019
Lombardia,Milano,MI - OSPEDALE MAGGIORE POLICLINICO - MILANO,SOT+HCT,adult only,Rene,Rene - pancreas,0,2019
Lombardia,Pavia,PV - OSPEDALE POLICLINICO S. MATTEO - PAVIA,SOT+HCT,adult+pediatric,Rene,Rene - pancreas,0,2019
Lombardia,Varese,VA - OSPEDALE DI CIRCOLO E FONDAZIONE MACCHI,SOT only,adult only,Rene,Rene - pancreas,0,2019
Veneto,Padova,PD - AZIENDA OSPEDALIERA DI PADOVA,SOT+HCT,adult+pediatric,Rene,Rene - pancreas,7,2019
Veneto,Treviso,TV - OSPEDALE CA' FONCELLO - TREVISO,SOT only,adult only,Rene,Rene - pancreas,0,2019
Veneto,Vicenza,VI - OSPEDALE DI VICENZA,SOT+HCT,adult only,Rene,Rene - pancreas,0,2019
Veneto,Verona,VR - OSPEDALE CIVILE MAGGIORE - VERONA,SOT+HCT,adult+pediatric,Rene,Rene - pancreas,0,2019
Friuli Venezia Giulia,Udine,UD - AZIENDA OSPEDALIERA S. M. MISERICORDIA,SOT+HCT,adult only,Rene,Rene - pancreas,0,2019
Liguria,Genova,GE - A.O.U. S. MARTINO - GENOVA,SOT+HCT,adult only,Rene,Rene - pancreas,1,2019
Emilia-Romagna,Bologna,BO - S.ORSOLA-MALPIGHI - BO,SOT+HCT,adult+pediatric,Rene,Rene - pancreas,0,2019
Emilia-Romagna,Modena,MO - AZIENDA OSPEDALIERA POLICLINICO - MODENA,SOT+HCT,adult only,Rene,Rene - pancreas,0,2019
Emilia-Romagna,Parma,PR - OSPEDALE MAGGIORE - PARMA,SOT+HCT,adult only,Rene,Rene - pancreas,0,2019
Toscana,Firenze,FI - A.O.U. CAREGGI - FIRENZE,SOT+HCT,adult only,Rene,Rene - pancreas,0,2019
Toscana,Pisa,PI - A.O.U. PISANA,SOT+HCT,adult+pediatric,Rene,Rene - pancreas,6,2019
Toscana,Siena,SI - A.O.U. SENESE - S.M. alle SCOTTE,SOT+HCT,adult only,Rene,Rene - pancreas,0,2019
Umbria,Perugia,PG - AZIENDA OSPEDALIERA DI PERUGIA,SOT+HCT,adult+pediatric,Rene,Rene - pancreas,0,2019
Marche,Ancona,AN - PRESIDIO OSPEDALIERO UMBERTO I - ANCONA,SOT+HCT,adult only,Rene,Rene - pancreas,0,2019
Lazio,Roma,RM - A.O. SAN CAMILLO - FORLANINI,SOT+HCT,adult only,Rene,Rene - pancreas,3,2019
Lazio,Roma,RM - AZ. OSP. UNIV. POLICLINICO TOR VERGATA,SOT+HCT,adult only,Rene,Rene - pancreas,0,2019
Lazio,Roma,RM - OSPEDALE PEDIATRICO BAMBINO GESU',SOT+HCT,pediatric only,Rene,Rene - pancreas,0,2019
Lazio,Roma,RM - POLICLINICO UMBERTO I - ROMA,SOT+HCT,adult only,Rene,Rene - pancreas,0,2019
Lazio,Roma,RM - POLICLINICO UMBERTO I - ROMA,SOT+HCT,adult only,Rene,Rene - pancreas,0,2019
Lazio,Roma,RM - POLICLINICO UNIVERSITARIO A. GEMELLI,SOT+HCT,adult only,Rene,Rene - pancreas,0,2019
Abruzzo,L’Aquila,AQ - OSPEDALE CIVILE S. SALVATORE - L'AQUILA,SOT only,adult only,Rene,Rene - pancreas,0,2019
Campania,Napoli,NA - UNIV NAPOLI - FEDERICO II - FAC. MEDIC.,SOT+HCT,adult only,Rene,Rene - pancreas,0,2019
Campania,Salerno,SA - OORR S.GIOVANNI DI DIO E RUGGI D`ARAGONA,SOT+HCT,adult only,Rene,Rene - pancreas,0,2019
Puglia,Bari,BA - AOU CONSORZIALE POLICLINICO di BARI,SOT+HCT,adult only,Rene,Rene - pancreas,0,2019
Calabria,Cosenza,CS - PRESIDIO OSPEDALIERO ANNUNZIATA,SOT only,adult only,Rene,Rene - pancreas,0,2019
Calabria,Reggio Calabria,RC - OSPEDALE BIANCHI - MELACRINO - MORELLI,SOT+HCT,adult only,Rene,Rene - pancreas,0,2019
Sicilia,Catania,CT - A.O. UNIVERSITARIA DI CATANIA,SOT+HCT,adult+pediatric,Rene,Rene - pancreas,0,2019
Sicilia,Palermo,PA - Is.Me.T.T.,SOT only,adult+pediatric,Rene,Rene - pancreas,1,2019
Sicilia,Palermo,PA - P.O. CIVICO E BENFRATELLI,SOT only,adult only,Rene,Rene - pancreas,0,2019
Sardegna,Cagliari,CA - AZIENDA OSPEDALIERA G. BROTZU,SOT+HCT,adult+pediatric,Rene,Rene - pancreas,0,2019
Piemonte,Novara,NO - AOU MAGGIORE DELLA CARITA' - NOVARA,SOT only,adult only,Rene,Rene - polmone,0,2019
Piemonte,Torino,"TO - AOU Città della Salute, PO S.G.Battista",SOT+HCT,adult+pediatric,Rene,Rene - polmone,0,2019
Piemonte,Torino,"TO - AOU Città della Salute, PO S.G.Battista",SOT+HCT,adult+pediatric,Rene,Rene - polmone,0,2019
Lombardia,Bergamo,BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,SOT+HCT,adult only,Rene,Rene - polmone,0,2019
Lombardia,Brescia,BS - PRES. OSPEDAL. SPEDALI CIVILI BRESCIA,SOT+HCT,adult+pediatric,Rene,Rene - polmone,0,2019
Lombardia,Milano,MI - AO NIGUARDA CA' GRANDA - MILANO,SOT+HCT,adult only,Rene,Rene - polmone,0,2019
Lombardia,Milano,MI - IRCCS S. RAFFAELE - MILANO,SOT+HCT,adult+pediatric,Rene,Rene - polmone,0,2019
Lombardia,Milano,MI - OSPEDALE MAGGIORE POLICLINICO - MILANO,SOT+HCT,adult only,Rene,Rene - polmone,1,2019
Lombardia,Pavia,PV - OSPEDALE POLICLINICO S. MATTEO - PAVIA,SOT+HCT,adult+pediatric,Rene,Rene - polmone,0,2019
Lombardia,Varese,VA - OSPEDALE DI CIRCOLO E FONDAZIONE MACCHI,SOT only,adult only,Rene,Rene - polmone,0,2019
Veneto,Padova,PD - AZIENDA OSPEDALIERA DI PADOVA,SOT+HCT,adult+pediatric,Rene,Rene - polmone,0,2019
Veneto,Treviso,TV - OSPEDALE CA' FONCELLO - TREVISO,SOT only,adult only,Rene,Rene - polmone,0,2019
Veneto,Vicenza,VI - OSPEDALE DI VICENZA,SOT+HCT,adult only,Rene,Rene - polmone,0,2019
Veneto,Verona,VR - OSPEDALE CIVILE MAGGIORE - VERONA,SOT+HCT,adult+pediatric,Rene,Rene - polmone,0,2019
Friuli Venezia Giulia,Udine,UD - AZIENDA OSPEDALIERA S. M. MISERICORDIA,SOT+HCT,adult only,Rene,Rene - polmone,0,2019
Liguria,Genova,GE - A.O.U. S. MARTINO - GENOVA,SOT+HCT,adult only,Rene,Rene - polmone,0,2019
Emilia-Romagna,Bologna,BO - S.ORSOLA-MALPIGHI - BO,SOT+HCT,adult+pediatric,Rene,Rene - polmone,0,2019
Emilia-Romagna,Modena,MO - AZIENDA OSPEDALIERA POLICLINICO - MODENA,SOT+HCT,adult only,Rene,Rene - polmone,0,2019
Emilia-Romagna,Parma,PR - OSPEDALE MAGGIORE - PARMA,SOT+HCT,adult only,Rene,Rene - polmone,0,2019
Toscana,Firenze,FI - A.O.U. CAREGGI - FIRENZE,SOT+HCT,adult only,Rene,Rene - polmone,0,2019
Toscana,Pisa,PI - A.O.U. PISANA,SOT+HCT,adult+pediatric,Rene,Rene - polmone,0,2019
Toscana,Siena,SI - A.O.U. SENESE - S.M. alle SCOTTE,SOT+HCT,adult only,Rene,Rene - polmone,0,2019
Umbria,Perugia,PG - AZIENDA OSPEDALIERA DI PERUGIA,SOT+HCT,adult+pediatric,Rene,Rene - polmone,0,2019
Marche,Ancona,AN - PRESIDIO OSPEDALIERO UMBERTO I - ANCONA,SOT+HCT,adult only,Rene,Rene - polmone,0,2019
Lazio,Roma,RM - A.O. SAN CAMILLO - FORLANINI,SOT+HCT,adult only,Rene,Rene - polmone,0,2019
Lazio,Roma,RM - AZ. OSP. UNIV. POLICLINICO TOR VERGATA,SOT+HCT,adult only,Rene,Rene - polmone,0,2019
Lazio,Roma,RM - OSPEDALE PEDIATRICO BAMBINO GESU',SOT+HCT,pediatric only,Rene,Rene - polmone,0,2019
Lazio,Roma,RM - POLICLINICO UMBERTO I - ROMA,SOT+HCT,adult only,Rene,Rene - polmone,0,2019
Lazio,Roma,RM - POLICLINICO UMBERTO I - ROMA,SOT+HCT,adult only,Rene,Rene - polmone,0,2019
Lazio,Roma,RM - POLICLINICO UNIVERSITARIO A. GEMELLI,SOT+HCT,adult only,Rene,Rene - polmone,0,2019
Abruzzo,L’Aquila,AQ - OSPEDALE CIVILE S. SALVATORE - L'AQUILA,SOT only,adult only,Rene,Rene - polmone,0,2019
Campania,Napoli,NA - UNIV NAPOLI - FEDERICO II - FAC. MEDIC.,SOT+HCT,adult only,Rene,Rene - polmone,0,2019
Campania,Salerno,SA - OORR S.GIOVANNI DI DIO E RUGGI D`ARAGONA,SOT+HCT,adult only,Rene,Rene - polmone,0,2019
Puglia,Bari,BA - AOU CONSORZIALE POLICLINICO di BARI,SOT+HCT,adult only,Rene,Rene - polmone,0,2019
Calabria,Cosenza,CS - PRESIDIO OSPEDALIERO ANNUNZIATA,SOT only,adult only,Rene,Rene - polmone,0,2019
Calabria,Reggio Calabria,RC - OSPEDALE BIANCHI - MELACRINO - MORELLI,SOT+HCT,adult only,Rene,Rene - polmone,0,2019
Sicilia,Catania,CT - A.O. UNIVERSITARIA DI CATANIA,SOT+HCT,adult+pediatric,Rene,Rene - polmone,0,2019
Sicilia,Palermo,PA - Is.Me.T.T.,SOT only,adult+pediatric,Rene,Rene - polmone,0,2019
Sicilia,Palermo,PA - P.O. CIVICO E BENFRATELLI,SOT only,adult only,Rene,Rene - polmone,0,2019
Sardegna,Cagliari,CA - AZIENDA OSPEDALIERA G. BROTZU,SOT+HCT,adult+pediatric,Rene,Rene - polmone,0,2019
Piemonte,Novara,NO - AOU MAGGIORE DELLA CARITA' - NOVARA,SOT only,adult only,Rene,Rene - cuore,0,2019
Piemonte,Torino,"TO - AOU Città della Salute, PO S.G.Battista",SOT+HCT,adult+pediatric,Rene,Rene - cuore,0,2019
Piemonte,Torino,"TO - AOU Città della Salute, PO S.G.Battista",SOT+HCT,adult+pediatric,Rene,Rene - cuore,0,2019
Lombardia,Bergamo,BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,SOT+HCT,adult only,Rene,Rene - cuore,0,2019
Lombardia,Brescia,BS - PRES. OSPEDAL. SPEDALI CIVILI BRESCIA,SOT+HCT,adult+pediatric,Rene,Rene - cuore,0,2019
Lombardia,Milano,MI - AO NIGUARDA CA' GRANDA - MILANO,SOT+HCT,adult only,Rene,Rene - cuore,0,2019
Lombardia,Milano,MI - IRCCS S. RAFFAELE - MILANO,SOT+HCT,adult+pediatric,Rene,Rene - cuore,0,2019
Lombardia,Milano,MI - OSPEDALE MAGGIORE POLICLINICO - MILANO,SOT+HCT,adult only,Rene,Rene - cuore,0,2019
Lombardia,Pavia,PV - OSPEDALE POLICLINICO S. MATTEO - PAVIA,SOT+HCT,adult+pediatric,Rene,Rene - cuore,0,2019
Lombardia,Varese,VA - OSPEDALE DI CIRCOLO E FONDAZIONE MACCHI,SOT only,adult only,Rene,Rene - cuore,0,2019
Veneto,Padova,PD - AZIENDA OSPEDALIERA DI PADOVA,SOT+HCT,adult+pediatric,Rene,Rene - cuore,0,2019
Veneto,Treviso,TV - OSPEDALE CA' FONCELLO - TREVISO,SOT only,adult only,Rene,Rene - cuore,0,2019
Veneto,Vicenza,VI - OSPEDALE DI VICENZA,SOT+HCT,adult only,Rene,Rene - cuore,0,2019
Veneto,Verona,VR - OSPEDALE CIVILE MAGGIORE - VERONA,SOT+HCT,adult+pediatric,Rene,Rene - cuore,0,2019
Friuli Venezia Giulia,Udine,UD - AZIENDA OSPEDALIERA S. M. MISERICORDIA,SOT+HCT,adult only,Rene,Rene - cuore,1,2019
Liguria,Genova,GE - A.O.U. S. MARTINO - GENOVA,SOT+HCT,adult only,Rene,Rene - cuore,0,2019
Emilia-Romagna,Bologna,BO - S.ORSOLA-MALPIGHI - BO,SOT+HCT,adult+pediatric,Rene,Rene - cuore,0,2019
Emilia-Romagna,Modena,MO - AZIENDA OSPEDALIERA POLICLINICO - MODENA,SOT+HCT,adult only,Rene,Rene - cuore,0,2019
Emilia-Romagna,Parma,PR - OSPEDALE MAGGIORE - PARMA,SOT+HCT,adult only,Rene,Rene - cuore,0,2019
Toscana,Firenze,FI - A.O.U. CAREGGI - FIRENZE,SOT+HCT,adult only,Rene,Rene - cuore,0,2019
Toscana,Pisa,PI - A.O.U. PISANA,SOT+HCT,adult+pediatric,Rene,Rene - cuore,0,2019
Toscana,Siena,SI - A.O.U. SENESE - S.M. alle SCOTTE,SOT+HCT,adult only,Rene,Rene - cuore,0,2019
Umbria,Perugia,PG - AZIENDA OSPEDALIERA DI PERUGIA,SOT+HCT,adult+pediatric,Rene,Rene - cuore,0,2019
Marche,Ancona,AN - PRESIDIO OSPEDALIERO UMBERTO I - ANCONA,SOT+HCT,adult only,Rene,Rene - cuore,0,2019
Lazio,Roma,RM - A.O. SAN CAMILLO - FORLANINI,SOT+HCT,adult only,Rene,Rene - cuore,0,2019
Lazio,Roma,RM - AZ. OSP. UNIV. POLICLINICO TOR VERGATA,SOT+HCT,adult only,Rene,Rene - cuore,0,2019
Lazio,Roma,RM - OSPEDALE PEDIATRICO BAMBINO GESU',SOT+HCT,pediatric only,Rene,Rene - cuore,0,2019
Lazio,Roma,RM - POLICLINICO UMBERTO I - ROMA,SOT+HCT,adult only,Rene,Rene - cuore,0,2019
Lazio,Roma,RM - POLICLINICO UMBERTO I - ROMA,SOT+HCT,adult only,Rene,Rene - cuore,0,2019
Lazio,Roma,RM - POLICLINICO UNIVERSITARIO A. GEMELLI,SOT+HCT,adult only,Rene,Rene - cuore,0,2019
Abruzzo,L’Aquila,AQ - OSPEDALE CIVILE S. SALVATORE - L'AQUILA,SOT only,adult only,Rene,Rene - cuore,0,2019
Campania,Napoli,NA - UNIV NAPOLI - FEDERICO II - FAC. MEDIC.,SOT+HCT,adult only,Rene,Rene - cuore,0,2019
Campania,Salerno,SA - OORR S.GIOVANNI DI DIO E RUGGI D`ARAGONA,SOT+HCT,adult only,Rene,Rene - cuore,0,2019
Puglia,Bari,BA - AOU CONSORZIALE POLICLINICO di BARI,SOT+HCT,adult only,Rene,Rene - cuore,0,2019
Calabria,Cosenza,CS - PRESIDIO OSPEDALIERO ANNUNZIATA,SOT only,adult only,Rene,Rene - cuore,0,2019
Calabria,Reggio Calabria,RC - OSPEDALE BIANCHI - MELACRINO - MORELLI,SOT+HCT,adult only,Rene,Rene - cuore,0,2019
Sicilia,Catania,CT - A.O. UNIVERSITARIA DI CATANIA,SOT+HCT,adult+pediatric,Rene,Rene - cuore,0,2019
Sicilia,Palermo,PA - Is.Me.T.T.,SOT only,adult+pediatric,Rene,Rene - cuore,0,2019
Sicilia,Palermo,PA - P.O. CIVICO E BENFRATELLI,SOT only,adult only,Rene,Rene - cuore,0,2019
Sardegna,Cagliari,CA - AZIENDA OSPEDALIERA G. BROTZU,SOT+HCT,adult+pediatric,Rene,Rene - cuore,0,2019
Piemonte,Torino,"TO - AOU Città della Salute, PO S.G.Battista",SOT+HCT,adult+pediatric,Fegato,Fegato,0,2019
Piemonte,Torino,"TO - AOU Città della Salute, PO S.G.Battista",SOT+HCT,adult+pediatric,Fegato,Fegato,138,2019
Lombardia,Bergamo,BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,SOT+HCT,adult only,Fegato,Fegato,71,2019
Lombardia,Milano,MI - AO NIGUARDA CA' GRANDA - MILANO,SOT+HCT,adult only,Fegato,Fegato,123,2019
Lombardia,Milano,MI - ISTITUTO NAZ.LE PER CURA TUMORI - MILANO,SOT+HCT,adult only,Fegato,Fegato,36,2019
Lombardia,Milano,MI - OSPEDALE MAGGIORE POLICLINICO - MILANO,SOT+HCT,adult only,Fegato,Fegato,51,2019
Veneto,Padova,PD - AZIENDA OSPEDALIERA DI PADOVA,SOT+HCT,adult+pediatric,Fegato,Fegato,98,2019
Veneto,Verona,VR - OSPEDALE CIVILE MAGGIORE - VERONA,SOT+HCT,adult+pediatric,Fegato,Fegato,41,2019
Friuli Venezia Giulia,Udine,UD - AZIENDA OSPEDALIERA S. M. MISERICORDIA,SOT+HCT,adult only,Fegato,Fegato,26,2019
Emilia-Romagna,Bologna,BO - S.ORSOLA-MALPIGHI - BO,SOT+HCT,adult+pediatric,Fegato,Fegato,98,2019
Emilia-Romagna,Modena,MO - AZIENDA OSPEDALIERA POLICLINICO - MODENA,SOT+HCT,adult only,Fegato,Fegato,71,2019
Toscana,Pisa,PI - A.O.U. PISANA,SOT+HCT,adult+pediatric,Fegato,Fegato,161,2019
Marche,Ancona,AN - PRESIDIO OSPEDALIERO UMBERTO I - ANCONA,SOT+HCT,adult only,Fegato,Fegato,39,2019
Lazio,Roma,RM - A.O. SAN CAMILLO - FORLANINI,SOT+HCT,adult only,Fegato,Fegato,32,2019
Lazio,Roma,RM - A.O. SAN CAMILLO - FORLANINI,SOT+HCT,adult only,Fegato,Fegato,2,2019
Lazio,Roma,RM - AZ. OSP. UNIV. POLICLINICO TOR VERGATA,SOT+HCT,adult only,Fegato,Fegato,40,2019
Lazio,Roma,RM - OSPEDALE PEDIATRICO BAMBINO GESU',SOT+HCT,pediatric only,Fegato,Fegato,22,2019
Lazio,Roma,RM - POLICLINICO UMBERTO I - ROMA,SOT+HCT,adult only,Fegato,Fegato,15,2019
Lazio,Roma,RM - POLICLINICO UMBERTO I - ROMA,SOT+HCT,adult only,Fegato,Fegato,3,2019
Lazio,Roma,RM - POLICLINICO UNIVERSITARIO A. GEMELLI,SOT+HCT,adult only,Fegato,Fegato,24,2019
Lazio,Roma,RM - POLICLINICO UNIVERSITARIO A. GEMELLI,SOT+HCT,adult only,Fegato,Fegato,8,2019
Campania,Napoli,NA - AZIENDA OSPEDALIERA A. CARDARELLI,SOT+HCT,adult only,Fegato,Fegato,35,2019
Puglia,Bari,BA - AOU CONSORZIALE POLICLINICO di BARI,SOT+HCT,adult only,Fegato,Fegato,24,2019
Sicilia,Palermo,PA - Is.Me.T.T.,SOT only,adult+pediatric,Fegato,Fegato,64,2019
Sardegna,Cagliari,CA - AZIENDA OSPEDALIERA G. BROTZU,SOT+HCT,adult+pediatric,Fegato,Fegato,26,2019
Piemonte,Torino,"TO - AOU Città della Salute, PO S.G.Battista",SOT+HCT,adult+pediatric,Fegato,Fegato - pancreas - polmone doppio,0,2019
Piemonte,Torino,"TO - AOU Città della Salute, PO S.G.Battista",SOT+HCT,adult+pediatric,Fegato,Fegato - pancreas - polmone doppio,1,2019
Lombardia,Bergamo,BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,SOT+HCT,adult only,Fegato,Fegato - pancreas - polmone doppio,0,2019
Lombardia,Milano,MI - AO NIGUARDA CA' GRANDA - MILANO,SOT+HCT,adult only,Fegato,Fegato - pancreas - polmone doppio,0,2019
Lombardia,Milano,MI - ISTITUTO NAZ.LE PER CURA TUMORI - MILANO,SOT+HCT,adult only,Fegato,Fegato - pancreas - polmone doppio,0,2019
