Struttura trapianto,Città,Organo,Sottotipo,Numero,Anno,Città_nome,Regione
CA - AZIENDA OSPEDALIERA G. BROTZU,CA,Fegato,Rene doppio - fegato,0,2018,Cagliari,Sardegna
"TO - AOU Città della Salute, PO OIRM",TO,Cuore,Cuore,2,2018,Torino,Piemonte
"TO - AOU Città della Salute, PO S.G.Battista",TO,Cuore,Cuore,16,2018,Torino,Piemonte
BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,BG,Cuore,Cuore,18,2018,Bergamo,Lombardia
MI - AO NIGUARDA CA' GRANDA - MILANO,MI,Cuore,Cuore,31,2018,Milano,Lombardia
PV - OSPEDALE POLICLINICO S. MATTEO - PAVIA,PV,Cuore,Cuore,13,2018,Pavia,Lombardia
PD - AZIENDA OSPEDALIERA DI PADOVA,PD,Cuore,Cuore,30,2018,Padova,Veneto
VR - OSPEDALE CIVILE MAGGIORE - VERONA,VR,Cuore,Cuore,16,2018,Verona,Veneto
UD - AZIENDA OSPEDALIERA S. M. MISERICORDIA,UD,Cuore,Cuore,23,2018,Udine,Friuli Venezia Giulia
BO - S.ORSOLA-MALPIGHI - BO,BO,Cuore,Cuore,17,2018,Bologna,Emilia-Romagna
SI - A.O.U. SENESE - S.M. alle SCOTTE,SI,Cuore,Cuore,9,2018,Siena,Toscana
RM - A.O. SAN CAMILLO - FORLANINI,RM,Cuore,Cuore,7,2018,Roma,Lazio
RM - OSPEDALE PEDIATRICO BAMBINO GESU',RM,Cuore,Cuore,9,2018,Roma,Lazio
NA - A. O. MONALDI,NA,Cuore,Cuore,15,2018,Napoli,Campania
BA - AOU CONSORZIALE POLICLINICO di BARI,BA,Cuore,Cuore,11,2018,Bari,Puglia
PA - Is.Me.T.T.,PA,Cuore,Cuore,12,2018,Palermo,Sicilia
CA - AZIENDA OSPEDALIERA G. BROTZU,CA,Cuore,Cuore,2,2018,Cagliari,Sardegna
"TO - AOU Città della Salute, PO OIRM",TO,Cuore,Cuore - polmone doppio,0,2018,Torino,Piemonte
"TO - AOU Città della Salute, PO S.G.Battista",TO,Cuore,Cuore - polmone doppio,0,2018,Torino,Piemonte
BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,BG,Cuore,Cuore - polmone doppio,0,2018,Bergamo,Lombardia
MI - AO NIGUARDA CA' GRANDA - MILANO,MI,Cuore,Cuore - polmone doppio,0,2018,Milano,Lombardia
PV - OSPEDALE POLICLINICO S. MATTEO - PAVIA,PV,Cuore,Cuore - polmone doppio,0,2018,Pavia,Lombardia
PD - AZIENDA OSPEDALIERA DI PADOVA,PD,Cuore,Cuore - polmone doppio,0,2018,Padova,Veneto
VR - OSPEDALE CIVILE MAGGIORE - VERONA,VR,Cuore,Cuore - polmone doppio,0,2018,Verona,Veneto
UD - AZIENDA OSPEDALIERA S. M. MISERICORDIA,UD,Cuore,Cuore - polmone doppio,0,2018,Udine,Friuli Venezia Giulia
BO - S.ORSOLA-MALPIGHI - BO,BO,Cuore,Cuore - polmone doppio,0,2018,Bologna,Emilia-Romagna
SI - A.O.U. SENESE - S.M. alle SCOTTE,SI,Cuore,Cuore - polmone doppio,0,2018,Siena,Toscana
RM - A.O. SAN CAMILLO - FORLANINI,RM,Cuore,Cuore - polmone doppio,0,2018,Roma,Lazio
RM - OSPEDALE PEDIATRICO BAMBINO GESU',RM,Cuore,Cuore - polmone doppio,1,2018,Roma,Lazio
NA - A. O. MONALDI,NA,Cuore,Cuore - polmone doppio,0,2018,Napoli,Campania
BA - AOU CONSORZIALE POLICLINICO di BARI,BA,Cuore,Cuore - polmone doppio,0,2018,Bari,Puglia
PA - Is.Me.T.T.,PA,Cuore,Cuore - polmone doppio,0,2018,Palermo,Sicilia
CA - AZIENDA OSPEDALIERA G. BROTZU,CA,Cuore,Cuore - polmone doppio,0,2018,Cagliari,Sardegna
"TO - AOU Città della Salute, PO OIRM",TO,Cuore,Rene - cuore,0,2018,Torino,Piemonte
"TO - AOU Città della Salute, PO S.G.Battista",TO,Cuore,Rene - cuore,0,2018,Torino,Piemonte
BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,BG,Cuore,Rene - cuore,0,2018,Bergamo,Lombardia
MI - AO NIGUARDA CA' GRANDA - MILANO,MI,Cuore,Rene - cuore,0,2018,Milano,Lombardia
PV - OSPEDALE POLICLINICO S. MATTEO - PAVIA,PV,Cuore,Rene - cuore,0,2018,Pavia,Lombardia
PD - AZIENDA OSPEDALIERA DI PADOVA,PD,Cuore,Rene - cuore,0,2018,Padova,Veneto
VR - OSPEDALE CIVILE MAGGIORE - VERONA,VR,Cuore,Rene - cuore,0,2018,Verona,Veneto
UD - AZIENDA OSPEDALIERA S. M. MISERICORDIA,UD,Cuore,Rene - cuore,1,2018,Udine,Friuli Venezia Giulia
BO - S.ORSOLA-MALPIGHI - BO,BO,Cuore,Rene - cuore,0,2018,Bologna,Emilia-Romagna
SI - A.O.U. SENESE - S.M. alle SCOTTE,SI,Cuore,Rene - cuore,0,2018,Siena,Toscana
RM - A.O. SAN CAMILLO - FORLANINI,RM,Cuore,Rene - cuore,0,2018,Roma,Lazio
RM - OSPEDALE PEDIATRICO BAMBINO GESU',RM,Cuore,Rene - cuore,0,2018,Roma,Lazio
NA - A. O. MONALDI,NA,Cuore,Rene - cuore,0,2018,Napoli,Campania
BA - AOU CONSORZIALE POLICLINICO di BARI,BA,Cuore,Rene - cuore,0,2018,Bari,Puglia
PA - Is.Me.T.T.,PA,Cuore,Rene - cuore,0,2018,Palermo,Sicilia
CA - AZIENDA OSPEDALIERA G. BROTZU,CA,Cuore,Rene - cuore,0,2018,Cagliari,Sardegna
"TO - AOU Città della Salute, PO S.G.Battista",TO,Polmone,Polmone,10,2018,Torino,Piemonte
BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,BG,Polmone,Polmone,2,2018,Bergamo,Lombardia
MI - OSPEDALE MAGGIORE POLICLINICO - MILANO,MI,Polmone,Polmone,1,2018,Milano,Lombardia
PV - OSPEDALE POLICLINICO S. MATTEO - PAVIA,PV,Polmone,Polmone,1,2018,Pavia,Lombardia
PD - AZIENDA OSPEDALIERA DI PADOVA,PD,Polmone,Polmone,0,2018,Padova,Veneto
BO - S.ORSOLA-MALPIGHI - BO,BO,Polmone,Polmone,0,2018,Bologna,Emilia-Romagna
SI - A.O.U. SENESE - S.M. alle SCOTTE,SI,Polmone,Polmone,4,2018,Siena,Toscana
RM - OSPEDALE PEDIATRICO BAMBINO GESU',RM,Polmone,Polmone,0,2018,Roma,Lazio
RM - POLICLINICO UMBERTO I - ROMA,RM,Polmone,Polmone,1,2018,Roma,Lazio
PA - Is.Me.T.T.,PA,Polmone,Polmone,0,2018,Palermo,Sicilia
"TO - AOU Città della Salute, PO S.G.Battista",TO,Polmone,Polmone doppio,23,2018,Torino,Piemonte
BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,BG,Polmone,Polmone doppio,6,2018,Bergamo,Lombardia
MI - OSPEDALE MAGGIORE POLICLINICO - MILANO,MI,Polmone,Polmone doppio,30,2018,Milano,Lombardia
PV - OSPEDALE POLICLINICO S. MATTEO - PAVIA,PV,Polmone,Polmone doppio,8,2018,Pavia,Lombardia
PD - AZIENDA OSPEDALIERA DI PADOVA,PD,Polmone,Polmone doppio,30,2018,Padova,Veneto
BO - S.ORSOLA-MALPIGHI - BO,BO,Polmone,Polmone doppio,8,2018,Bologna,Emilia-Romagna
SI - A.O.U. SENESE - S.M. alle SCOTTE,SI,Polmone,Polmone doppio,7,2018,Siena,Toscana
RM - OSPEDALE PEDIATRICO BAMBINO GESU',RM,Polmone,Polmone doppio,3,2018,Roma,Lazio
RM - POLICLINICO UMBERTO I - ROMA,RM,Polmone,Polmone doppio,3,2018,Roma,Lazio
PA - Is.Me.T.T.,PA,Polmone,Polmone doppio,5,2018,Palermo,Sicilia
"TO - AOU Città della Salute, PO S.G.Battista",TO,Polmone,Fegato - polmone doppio,0,2018,Torino,Piemonte
BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,BG,Polmone,Fegato - polmone doppio,1,2018,Bergamo,Lombardia
MI - OSPEDALE MAGGIORE POLICLINICO - MILANO,MI,Polmone,Fegato - polmone doppio,0,2018,Milano,Lombardia
PV - OSPEDALE POLICLINICO S. MATTEO - PAVIA,PV,Polmone,Fegato - polmone doppio,0,2018,Pavia,Lombardia
PD - AZIENDA OSPEDALIERA DI PADOVA,PD,Polmone,Fegato - polmone doppio,0,2018,Padova,Veneto
BO - S.ORSOLA-MALPIGHI - BO,BO,Polmone,Fegato - polmone doppio,0,2018,Bologna,Emilia-Romagna
SI - A.O.U. SENESE - S.M. alle SCOTTE,SI,Polmone,Fegato - polmone doppio,0,2018,Siena,Toscana
RM - OSPEDALE PEDIATRICO BAMBINO GESU',RM,Polmone,Fegato - polmone doppio,0,2018,Roma,Lazio
RM - POLICLINICO UMBERTO I - ROMA,RM,Polmone,Fegato - polmone doppio,0,2018,Roma,Lazio
PA - Is.Me.T.T.,PA,Polmone,Fegato - polmone doppio,0,2018,Palermo,Sicilia
"TO - AOU Città della Salute, PO S.G.Battista",TO,Polmone,Cuore - polmone doppio,0,2018,Torino,Piemonte
BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,BG,Polmone,Cuore - polmone doppio,0,2018,Bergamo,Lombardia
MI - OSPEDALE MAGGIORE POLICLINICO - MILANO,MI,Polmone,Cuore - polmone doppio,0,2018,Milano,Lombardia
PV - OSPEDALE POLICLINICO S. MATTEO - PAVIA,PV,Polmone,Cuore - polmone doppio,0,2018,Pavia,Lombardia
PD - AZIENDA OSPEDALIERA DI PADOVA,PD,Polmone,Cuore - polmone doppio,0,2018,Padova,Veneto
BO - S.ORSOLA-MALPIGHI - BO,BO,Polmone,Cuore - polmone doppio,0,2018,Bologna,Emilia-Romagna
SI - A.O.U. SENESE - S.M. alle SCOTTE,SI,Polmone,Cuore - polmone doppio,0,2018,Siena,Toscana
RM - OSPEDALE PEDIATRICO BAMBINO GESU',RM,Polmone,Cuore - polmone doppio,1,2018,Roma,Lazio
RM - POLICLINICO UMBERTO I - ROMA,RM,Polmone,Cuore - polmone doppio,0,2018,Roma,Lazio
PA - Is.Me.T.T.,PA,Polmone,Cuore - polmone doppio,0,2018,Palermo,Sicilia
"TO - AOU Città della Salute, PO S.G.Battista",TO,Pancreas,Pancreas,0,2018,Torino,Piemonte
BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,BG,Pancreas,Pancreas,1,2018,Bergamo,Lombardia
MI - AO NIGUARDA CA' GRANDA - MILANO,MI,Pancreas,Pancreas,3,2018,Milano,Lombardia
MI - IRCCS S. RAFFAELE - MILANO,MI,Pancreas,Pancreas,2,2018,Milano,Lombardia
PD - AZIENDA OSPEDALIERA DI PADOVA,PD,Pancreas,Pancreas,0,2018,Padova,Veneto
PI - A.O.U. PISANA,PI,Pancreas,Pancreas,3,2018,Pisa,Toscana
RM - A.O. SAN CAMILLO - FORLANINI,RM,Pancreas,Pancreas,0,2018,Roma,Lazio
PA - Is.Me.T.T.,PA,Pancreas,Pancreas,0,2018,Palermo,Sicilia
CA - AZIENDA OSPEDALIERA G. BROTZU,CA,Pancreas,Pancreas,0,2018,Cagliari,Sardegna
"TO - AOU Città della Salute, PO S.G.Battista",TO,Pancreas,Rene - pancreas,4,2018,Torino,Piemonte
BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,BG,Pancreas,Rene - pancreas,0,2018,Bergamo,Lombardia
MI - AO NIGUARDA CA' GRANDA - MILANO,MI,Pancreas,Rene - pancreas,2,2018,Milano,Lombardia
MI - IRCCS S. RAFFAELE - MILANO,MI,Pancreas,Rene - pancreas,6,2018,Milano,Lombardia
PD - AZIENDA OSPEDALIERA DI PADOVA,PD,Pancreas,Rene - pancreas,11,2018,Padova,Veneto
PI - A.O.U. PISANA,PI,Pancreas,Rene - pancreas,3,2018,Pisa,Toscana
RM - A.O. SAN CAMILLO - FORLANINI,RM,Pancreas,Rene - pancreas,2,2018,Roma,Lazio
PA - Is.Me.T.T.,PA,Pancreas,Rene - pancreas,2,2018,Palermo,Sicilia
CA - AZIENDA OSPEDALIERA G. BROTZU,CA,Pancreas,Rene - pancreas,2,2018,Cagliari,Sardegna
NO - AOU MAGGIORE DELLA CARITA' - NOVARA,NO,Rene,Rene,38,2019,Novara,Piemonte
"TO - AOU Città della Salute, PO OIRM",TO,Rene,Rene,4,2019,Torino,Piemonte
"TO - AOU Città della Salute, PO S.G.Battista",TO,Rene,Rene,125,2019,Torino,Piemonte
BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,BG,Rene,Rene,33,2019,Bergamo,Lombardia
BS - PRES. OSPEDAL. SPEDALI CIVILI BRESCIA,BS,Rene,Rene,56,2019,Brescia,Lombardia
MI - AO NIGUARDA CA' GRANDA - MILANO,MI,Rene,Rene,62,2019,Milano,Lombardia
MI - IRCCS S. RAFFAELE - MILANO,MI,Rene,Rene,29,2019,Milano,Lombardia
MI - OSPEDALE MAGGIORE POLICLINICO - MILANO,MI,Rene,Rene,51,2019,Milano,Lombardia
PV - OSPEDALE POLICLINICO S. MATTEO - PAVIA,PV,Rene,Rene,31,2019,Pavia,Lombardia
VA - OSPEDALE DI CIRCOLO E FONDAZIONE MACCHI,VA,Rene,Rene,35,2019,Varese,Lombardia
PD - AZIENDA OSPEDALIERA DI PADOVA,PD,Rene,Rene,105,2019,Padova,Veneto
TV - OSPEDALE CA' FONCELLO - TREVISO,TV,Rene,Rene,24,2019,Treviso,Veneto
VI - OSPEDALE DI VICENZA,VI,Rene,Rene,23,2019,Vicenza,Veneto
VR - OSPEDALE CIVILE MAGGIORE - VERONA,VR,Rene,Rene,82,2019,Verona,Veneto
UD - AZIENDA OSPEDALIERA S. M. MISERICORDIA,UD,Rene,Rene,52,2019,Udine,Friuli Venezia Giulia
GE - A.O.U. S. MARTINO - GENOVA,GE,Rene,Rene,69,2019,Genova,Liguria
BO - S.ORSOLA-MALPIGHI - BO,BO,Rene,Rene,76,2019,Bologna,Emilia-Romagna
MO - AZIENDA OSPEDALIERA POLICLINICO - MODENA,MO,Rene,Rene,25,2019,Modena,Emilia-Romagna
PR - OSPEDALE MAGGIORE - PARMA,PR,Rene,Rene,51,2019,Parma,Emilia-Romagna
FI - A.O.U. CAREGGI - FIRENZE,FI,Rene,Rene,40,2019,Firenze,Toscana
PI - A.O.U. PISANA,PI,Rene,Rene,29,2019,Pisa,Toscana
SI - A.O.U. SENESE - S.M. alle SCOTTE,SI,Rene,Rene,44,2019,Siena,Toscana
PG - AZIENDA OSPEDALIERA DI PERUGIA,PG,Rene,Rene,9,2019,Perugia,Umbria
AN - PRESIDIO OSPEDALIERO UMBERTO I - ANCONA,AN,Rene,Rene,41,2019,Ancona,Marche
RM - A.O. SAN CAMILLO - FORLANINI,RM,Rene,Rene,20,2019,Roma,Lazio
RM - AZ. OSP. UNIV. POLICLINICO TOR VERGATA,RM,Rene,Rene,43,2019,Roma,Lazio
RM - OSPEDALE PEDIATRICO BAMBINO GESU',RM,Rene,Rene,18,2019,Roma,Lazio
"RM - POLICLINICO UMBERTO I - ROMA, convenzione LAZIO",RM,Rene,Rene,11,2019,Roma,Lazio
RM - POLICLINICO UMBERTO I - ROMA,RM,Rene,Rene,35,2019,Roma,Lazio
RM - POLICLINICO UNIVERSITARIO A. GEMELLI,RM,Rene,Rene,41,2019,Roma,Lazio
AQ - OSPEDALE CIVILE S. SALVATORE - L'AQUILA,AQ,Rene,Rene,40,2019,L’Aquila,Abruzzo
NA - UNIV NAPOLI - FEDERICO II - FAC. MEDIC.,NA,Rene,Rene,25,2019,Napoli,Campania
SA - OORR S.GIOVANNI DI DIO E RUGGI D`ARAGONA,SA,Rene,Rene,28,2019,Salerno,Campania
BA - AOU CONSORZIALE POLICLINICO di BARI,BA,Rene,Rene,46,2019,Bari,Puglia
CS - PRESIDIO OSPEDALIERO ANNUNZIATA,CS,Rene,Rene,22,2019,Cosenza,Calabria
RC - OSPEDALE BIANCHI - MELACRINO - MORELLI,RC,Rene,Rene,16,2019,Reggio Calabria,Calabria
CT - A.O. UNIVERSITARIA DI CATANIA,CT,Rene,Rene,9,2019,Catania,Sicilia
PA - Is.Me.T.T.,PA,Rene,Rene,40,2019,Palermo,Sicilia
PA - P.O. CIVICO E BENFRATELLI,PA,Rene,Rene,36,2019,Palermo,Sicilia
CA - AZIENDA OSPEDALIERA G. BROTZU,CA,Rene,Rene,43,2019,Cagliari,Sardegna
NO - AOU MAGGIORE DELLA CARITA' - NOVARA,NO,Rene,Rene doppio,3,2019,Novara,Piemonte
"TO - AOU Città della Salute, PO OIRM",TO,Rene,Rene doppio,0,2019,Torino,Piemonte
"TO - AOU Città della Salute, PO S.G.Battista",TO,Rene,Rene doppio,9,2019,Torino,Piemonte
BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,BG,Rene,Rene doppio,5,2019,Bergamo,Lombardia
BS - PRES. OSPEDAL. SPEDALI CIVILI BRESCIA,BS,Rene,Rene doppio,6,2019,Brescia,Lombardia
MI - AO NIGUARDA CA' GRANDA - MILANO,MI,Rene,Rene doppio,1,2019,Milano,Lombardia
MI - IRCCS S. RAFFAELE - MILANO,MI,Rene,Rene doppio,12,2019,Milano,Lombardia
MI - OSPEDALE MAGGIORE POLICLINICO - MILANO,MI,Rene,Rene doppio,2,2019,Milano,Lombardia
PV - OSPEDALE POLICLINICO S. MATTEO - PAVIA,PV,Rene,Rene doppio,0,2019,Pavia,Lombardia
VA - OSPEDALE DI CIRCOLO E FONDAZIONE MACCHI,VA,Rene,Rene doppio,1,2019,Varese,Lombardia
PD - AZIENDA OSPEDALIERA DI PADOVA,PD,Rene,Rene doppio,12,2019,Padova,Veneto
TV - OSPEDALE CA' FONCELLO - TREVISO,TV,Rene,Rene doppio,5,2019,Treviso,Veneto
VI - OSPEDALE DI VICENZA,VI,Rene,Rene doppio,2,2019,Vicenza,Veneto
VR - OSPEDALE CIVILE MAGGIORE - VERONA,VR,Rene,Rene doppio,5,2019,Verona,Veneto
UD - AZIENDA OSPEDALIERA S. M. MISERICORDIA,UD,Rene,Rene doppio,2,2019,Udine,Friuli Venezia Giulia
GE - A.O.U. S. MARTINO - GENOVA,GE,Rene,Rene doppio,2,2019,Genova,Liguria
BO - S.ORSOLA-MALPIGHI - BO,BO,Rene,Rene doppio,19,2019,Bologna,Emilia-Romagna
MO - AZIENDA OSPEDALIERA POLICLINICO - MODENA,MO,Rene,Rene doppio,9,2019,Modena,Emilia-Romagna
PR - OSPEDALE MAGGIORE - PARMA,PR,Rene,Rene doppio,13,2019,Parma,Emilia-Romagna
FI - A.O.U. CAREGGI - FIRENZE,FI,Rene,Rene doppio,0,2019,Firenze,Toscana
PI - A.O.U. PISANA,PI,Rene,Rene doppio,2,2019,Pisa,Toscana
SI - A.O.U. SENESE - S.M. alle SCOTTE,SI,Rene,Rene doppio,5,2019,Siena,Toscana
PG - AZIENDA OSPEDALIERA DI PERUGIA,PG,Rene,Rene doppio,0,2019,Perugia,Umbria
AN - PRESIDIO OSPEDALIERO UMBERTO I - ANCONA,AN,Rene,Rene doppio,0,2019,Ancona,Marche
RM - A.O. SAN CAMILLO - FORLANINI,RM,Rene,Rene doppio,1,2019,Roma,Lazio
RM - AZ. OSP. UNIV. POLICLINICO TOR VERGATA,RM,Rene,Rene doppio,2,2019,Roma,Lazio
RM - OSPEDALE PEDIATRICO BAMBINO GESU',RM,Rene,Rene doppio,0,2019,Roma,Lazio
"RM - POLICLINICO UMBERTO I - ROMA, convenzione LAZIO",RM,Rene,Rene doppio,0,2019,Roma,Lazio
RM - POLICLINICO UMBERTO I - ROMA,RM,Rene,Rene doppio,0,2019,Roma,Lazio
RM - POLICLINICO UNIVERSITARIO A. GEMELLI,RM,Rene,Rene doppio,1,2019,Roma,Lazio
AQ - OSPEDALE CIVILE S. SALVATORE - L'AQUILA,AQ,Rene,Rene doppio,0,2019,L’Aquila,Abruzzo
NA - UNIV NAPOLI - FEDERICO II - FAC. MEDIC.,NA,Rene,Rene doppio,0,2019,Napoli,Campania
SA - OORR S.GIOVANNI DI DIO E RUGGI D`ARAGONA,SA,Rene,Rene doppio,0,2019,Salerno,Campania
BA - AOU CONSORZIALE POLICLINICO di BARI,BA,Rene,Rene doppio,7,2019,Bari,Puglia
CS - PRESIDIO OSPEDALIERO ANNUNZIATA,CS,Rene,Rene doppio,0,2019,Cosenza,Calabria
RC - OSPEDALE BIANCHI - MELACRINO - MORELLI,RC,Rene,Rene doppio,0,2019,Reggio Calabria,Calabria
CT - A.O. UNIVERSITARIA DI CATANIA,CT,Rene,Rene doppio,0,2019,Catania,Sicilia
PA - Is.Me.T.T.,PA,Rene,Rene doppio,2,2019,Palermo,Sicilia
PA - P.O. CIVICO E BENFRATELLI,PA,Rene,Rene doppio,0,2019,Palermo,Sicilia
CA - AZIENDA OSPEDALIERA G. BROTZU,CA,Rene,Rene doppio,2,2019,Cagliari,Sardegna
NO - AOU MAGGIORE DELLA CARITA' - NOVARA,NO,Rene,Rene - fegato,0,2019,Novara,Piemonte
"TO - AOU Città della Salute, PO OIRM",TO,Rene,Rene - fegato,2,2019,Torino,Piemonte
"TO - AOU Città della Salute, PO S.G.Battista",TO,Rene,Rene - fegato,6,2019,Torino,Piemonte
BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,BG,Rene,Rene - fegato,2,2019,Bergamo,Lombardia
BS - PRES. OSPEDAL. SPEDALI CIVILI BRESCIA,BS,Rene,Rene - fegato,0,2019,Brescia,Lombardia
MI - AO NIGUARDA CA' GRANDA - MILANO,MI,Rene,Rene - fegato,3,2019,Milano,Lombardia
MI - IRCCS S. RAFFAELE - MILANO,MI,Rene,Rene - fegato,0,2019,Milano,Lombardia
MI - OSPEDALE MAGGIORE POLICLINICO - MILANO,MI,Rene,Rene - fegato,2,2019,Milano,Lombardia
PV - OSPEDALE POLICLINICO S. MATTEO - PAVIA,PV,Rene,Rene - fegato,0,2019,Pavia,Lombardia
VA - OSPEDALE DI CIRCOLO E FONDAZIONE MACCHI,VA,Rene,Rene - fegato,0,2019,Varese,Lombardia
PD - AZIENDA OSPEDALIERA DI PADOVA,PD,Rene,Rene - fegato,2,2019,Padova,Veneto
TV - OSPEDALE CA' FONCELLO - TREVISO,TV,Rene,Rene - fegato,0,2019,Treviso,Veneto
VI - OSPEDALE DI VICENZA,VI,Rene,Rene - fegato,0,2019,Vicenza,Veneto
VR - OSPEDALE CIVILE MAGGIORE - VERONA,VR,Rene,Rene - fegato,0,2019,Verona,Veneto
UD - AZIENDA OSPEDALIERA S. M. MISERICORDIA,UD,Rene,Rene - fegato,0,2019,Udine,Friuli Venezia Giulia
GE - A.O.U. S. MARTINO - GENOVA,GE,Rene,Rene - fegato,0,2019,Genova,Liguria
BO - S.ORSOLA-MALPIGHI - BO,BO,Rene,Rene - fegato,2,2019,Bologna,Emilia-Romagna
MO - AZIENDA OSPEDALIERA POLICLINICO - MODENA,MO,Rene,Rene - fegato,0,2019,Modena,Emilia-Romagna
PR - OSPEDALE MAGGIORE - PARMA,PR,Rene,Rene - fegato,0,2019,Parma,Emilia-Romagna
FI - A.O.U. CAREGGI - FIRENZE,FI,Rene,Rene - fegato,0,2019,Firenze,Toscana
PI - A.O.U. PISANA,PI,Rene,Rene - fegato,0,2019,Pisa,Toscana
SI - A.O.U. SENESE - S.M. alle SCOTTE,SI,Rene,Rene - fegato,0,2019,Siena,Toscana
PG - AZIENDA OSPEDALIERA DI PERUGIA,PG,Rene,Rene - fegato,0,2019,Perugia,Umbria
AN - PRESIDIO OSPEDALIERO UMBERTO I - ANCONA,AN,Rene,Rene - fegato,0,2019,Ancona,Marche
RM - A.O. SAN CAMILLO - FORLANINI,RM,Rene,Rene - fegato,0,2019,Roma,Lazio
RM - AZ. OSP. UNIV. POLICLINICO TOR VERGATA,RM,Rene,Rene - fegato,1,2019,Roma,Lazio
RM - OSPEDALE PEDIATRICO BAMBINO GESU',RM,Rene,Rene - fegato,1,2019,Roma,Lazio
"RM - POLICLINICO UMBERTO I - ROMA, convenzione LAZIO",RM,Rene,Rene - fegato,0,2019,Roma,Lazio
RM - POLICLINICO UMBERTO I - ROMA,RM,Rene,Rene - fegato,1,2019,Roma,Lazio
RM - POLICLINICO UNIVERSITARIO A. GEMELLI,RM,Rene,Rene - fegato,0,2019,Roma,Lazio
AQ - OSPEDALE CIVILE S. SALVATORE - L'AQUILA,AQ,Rene,Rene - fegato,0,2019,L’Aquila,Abruzzo
NA - UNIV NAPOLI - FEDERICO II - FAC. MEDIC.,NA,Rene,Rene - fegato,0,2019,Napoli,Campania
SA - OORR S.GIOVANNI DI DIO E RUGGI D`ARAGONA,SA,Rene,Rene - fegato,0,2019,Salerno,Campania
BA - AOU CONSORZIALE POLICLINICO di BARI,BA,Rene,Rene - fegato,0,2019,Bari,Puglia
CS - PRESIDIO OSPEDALIERO ANNUNZIATA,CS,Rene,Rene - fegato,0,2019,Cosenza,Calabria
RC - OSPEDALE BIANCHI - MELACRINO - MORELLI,RC,Rene,Rene - fegato,0,2019,Reggio Calabria,Calabria
CT - A.O. UNIVERSITARIA DI CATANIA,CT,Rene,Rene - fegato,0,2019,Catania,Sicilia
PA - Is.Me.T.T.,PA,Rene,Rene - fegato,2,2019,Palermo,Sicilia
PA - P.O. CIVICO E BENFRATELLI,PA,Rene,Rene - fegato,0,2019,Palermo,Sicilia
CA - AZIENDA OSPEDALIERA G. BROTZU,CA,Rene,Rene - fegato,1,2019,Cagliari,Sardegna
NO - AOU MAGGIORE DELLA CARITA' - NOVARA,NO,Rene,Rene - pancreas,0,2019,Novara,Piemonte
"TO - AOU Città della Salute, PO OIRM",TO,Rene,Rene - pancreas,0,2019,Torino,Piemonte
"TO - AOU Città della Salute, PO S.G.Battista",TO,Rene,Rene - pancreas,4,2019,Torino,Piemonte
BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,BG,Rene,Rene - pancreas,0,2019,Bergamo,Lombardia
BS - PRES. OSPEDAL. SPEDALI CIVILI BRESCIA,BS,Rene,Rene - pancreas,0,2019,Brescia,Lombardia
MI - AO NIGUARDA CA' GRANDA - MILANO,MI,Rene,Rene - pancreas,3,2019,Milano,Lombardia
MI - IRCCS S. RAFFAELE - MILANO,MI,Rene,Rene - pancreas,8,2019,Milano,Lombardia
MI - OSPEDALE MAGGIORE POLICLINICO - MILANO,MI,Rene,Rene - pancreas,0,2019,Milano,Lombardia
PV - OSPEDALE POLICLINICO S. MATTEO - PAVIA,PV,Rene,Rene - pancreas,0,2019,Pavia,Lombardia
VA - OSPEDALE DI CIRCOLO E FONDAZIONE MACCHI,VA,Rene,Rene - pancreas,0,2019,Varese,Lombardia
PD - AZIENDA OSPEDALIERA DI PADOVA,PD,Rene,Rene - pancreas,7,2019,Padova,Veneto
TV - OSPEDALE CA' FONCELLO - TREVISO,TV,Rene,Rene - pancreas,0,2019,Treviso,Veneto
VI - OSPEDALE DI VICENZA,VI,Rene,Rene - pancreas,0,2019,Vicenza,Veneto
VR - OSPEDALE CIVILE MAGGIORE - VERONA,VR,Rene,Rene - pancreas,0,2019,Verona,Veneto
UD - AZIENDA OSPEDALIERA S. M. MISERICORDIA,UD,Rene,Rene - pancreas,0,2019,Udine,Friuli Venezia Giulia
GE - A.O.U. S. MARTINO - GENOVA,GE,Rene,Rene - pancreas,1,2019,Genova,Liguria
BO - S.ORSOLA-MALPIGHI - BO,BO,Rene,Rene - pancreas,0,2019,Bologna,Emilia-Romagna
MO - AZIENDA OSPEDALIERA POLICLINICO - MODENA,MO,Rene,Rene - pancreas,0,2019,Modena,Emilia-Romagna
