Struttura trapianto,Città,Organo,Sottotipo,Numero,Anno
NO - AOU MAGGIORE DELLA CARITA' - NOVARA,NO,Rene,Rene - pancreas,0,2017
"TO - AOU Città della Salute, PO OIRM",TO,Rene,Rene - pancreas,0,2017
"TO - AOU Città della Salute, PO S.G.Battista",TO,Rene,Rene - pancreas,1,2017
BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,BG,Rene,Rene - pancreas,0,2017
BS - PRES. OSPEDAL. SPEDALI CIVILI BRESCIA,BS,Rene,Rene - pancreas,0,2017
MI - AO NIGUARDA CA' GRANDA - MILANO,MI,Rene,Rene - pancreas,1,2017
MI - IRCCS S. RAFFAELE - MILANO,MI,Rene,Rene - pancreas,10,2017
MI - OSPEDALE MAGGIORE POLICLINICO - MILANO,MI,Rene,Rene - pancreas,0,2017
PV - OSPEDALE POLICLINICO S. MATTEO - PAVIA,PV,Rene,Rene - pancreas,0,2017
VA - OSPEDALE DI CIRCOLO E FONDAZIONE MACCHI,VA,Rene,Rene - pancreas,0,2017
PD - AZIENDA OSPEDALIERA DI PADOVA,PD,Rene,Rene - pancreas,8,2017
TV - OSPEDALE CA' FONCELLO - TREVISO,TV,Rene,Rene - pancreas,0,2017
VI - OSPEDALE DI VICENZA,VI,Rene,Rene - pancreas,0,2017
VR - OSPEDALE CIVILE MAGGIORE - VERONA,VR,Rene,Rene - pancreas,0,2017
UD - AZIENDA OSPEDALIERA S. M. MISERICORDIA,UD,Rene,Rene - pancreas,0,2017
UD - POLICLINICO UNIVERSITARIO,UD,Rene,Rene - pancreas,0,2017
GE - A.O.U. S. MARTINO - GENOVA,GE,Rene,Rene - pancreas,0,2017
BO - S.ORSOLA-MALPIGHI - BO,BO,Rene,Rene - pancreas,0,2017
MO - AZIENDA OSPEDALIERA POLICLINICO - MODENA,MO,Rene,Rene - pancreas,0,2017
PR - OSPEDALE MAGGIORE - PARMA,PR,Rene,Rene - pancreas,0,2017
FI - A.O.U. CAREGGI - FIRENZE,FI,Rene,Rene - pancreas,0,2017
PI - A.O.U. PISANA,PI,Rene,Rene - pancreas,5,2017
SI - A.O.U. SENESE - S.M. alle SCOTTE,SI,Rene,Rene - pancreas,0,2017
PG - AZIENDA OSPEDALIERA DI PERUGIA,PG,Rene,Rene - pancreas,0,2017
AN - PRESIDIO OSPEDALIERO UMBERTO I - ANCONA,AN,Rene,Rene - pancreas,0,2017
RM - A.O. SAN CAMILLO - FORLANINI,RM,Rene,Rene - pancreas,0,2017
RM - AZ. OSP. UNIV. POLICLINICO TOR VERGATA,RM,Rene,Rene - pancreas,0,2017
RM - OSPEDALE PEDIATRICO BAMBINO GESU',RM,Rene,Rene - pancreas,0,2017
"RM - POLICLINICO UMBERTO I - ROMA, convenzione LAZIO",RM,Rene,Rene - pancreas,0,2017
RM - POLICLINICO UMBERTO I - ROMA,RM,Rene,Rene - pancreas,0,2017
RM - POLICLINICO UNIVERSITARIO A. GEMELLI,RM,Rene,Rene - pancreas,0,2017
AQ - OSPEDALE CIVILE S. SALVATORE - L'AQUILA,AQ,Rene,Rene - pancreas,0,2017
NA - UNIV NAPOLI - FEDERICO II - FAC. MEDIC.,NA,Rene,Rene - pancreas,0,2017
SA - OORR S.GIOVANNI DI DIO E RUGGI D`ARAGONA,SA,Rene,Rene - pancreas,0,2017
BA - AOU CONSORZIALE POLICLINICO di BARI,BA,Rene,Rene - pancreas,0,2017
CS - PRESIDIO OSPEDALIERO ANNUNZIATA,CS,Rene,Rene - pancreas,0,2017
RC - OSPEDALE BIANCHI - MELACRINO - MORELLI,RC,Rene,Rene - pancreas,0,2017
CT - A.O. UNIVERSITARIA DI CATANIA,CT,Rene,Rene - pancreas,0,2017
PA - Is.Me.T.T.,PA,Rene,Rene - pancreas,2,2017
PA - P.O. CIVICO E BENFRATELLI,PA,Rene,Rene - pancreas,0,2017
CA - AZIENDA OSPEDALIERA G. BROTZU,CA,Rene,Rene - pancreas,1,2017
NO - AOU MAGGIORE DELLA CARITA' - NOVARA,NO,Rene,Rene - cuore,0,2017
"TO - AOU Città della Salute, PO OIRM",TO,Rene,Rene - cuore,0,2017
"TO - AOU Città della Salute, PO S.G.Battista",TO,Rene,Rene - cuore,0,2017
BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,BG,Rene,Rene - cuore,1,2017
BS - PRES. OSPEDAL. SPEDALI CIVILI BRESCIA,BS,Rene,Rene - cuore,0,2017
MI - AO NIGUARDA CA' GRANDA - MILANO,MI,Rene,Rene - cuore,0,2017
MI - IRCCS S. RAFFAELE - MILANO,MI,Rene,Rene - cuore,0,2017
MI - OSPEDALE MAGGIORE POLICLINICO - MILANO,MI,Rene,Rene - cuore,0,2017
PV - OSPEDALE POLICLINICO S. MATTEO - PAVIA,PV,Rene,Rene - cuore,0,2017
VA - OSPEDALE DI CIRCOLO E FONDAZIONE MACCHI,VA,Rene,Rene - cuore,0,2017
PD - AZIENDA OSPEDALIERA DI PADOVA,PD,Rene,Rene - cuore,0,2017
TV - OSPEDALE CA' FONCELLO - TREVISO,TV,Rene,Rene - cuore,0,2017
VI - OSPEDALE DI VICENZA,VI,Rene,Rene - cuore,0,2017
VR - OSPEDALE CIVILE MAGGIORE - VERONA,VR,Rene,Rene - cuore,1,2017
UD - AZIENDA OSPEDALIERA S. M. MISERICORDIA,UD,Rene,Rene - cuore,1,2017
UD - POLICLINICO UNIVERSITARIO,UD,Rene,Rene - cuore,0,2017
GE - A.O.U. S. MARTINO - GENOVA,GE,Rene,Rene - cuore,0,2017
BO - S.ORSOLA-MALPIGHI - BO,BO,Rene,Rene - cuore,0,2017
MO - AZIENDA OSPEDALIERA POLICLINICO - MODENA,MO,Rene,Rene - cuore,0,2017
PR - OSPEDALE MAGGIORE - PARMA,PR,Rene,Rene - cuore,0,2017
FI - A.O.U. CAREGGI - FIRENZE,FI,Rene,Rene - cuore,0,2017
PI - A.O.U. PISANA,PI,Rene,Rene - cuore,0,2017
SI - A.O.U. SENESE - S.M. alle SCOTTE,SI,Rene,Rene - cuore,0,2017
PG - AZIENDA OSPEDALIERA DI PERUGIA,PG,Rene,Rene - cuore,0,2017
AN - PRESIDIO OSPEDALIERO UMBERTO I - ANCONA,AN,Rene,Rene - cuore,0,2017
RM - A.O. SAN CAMILLO - FORLANINI,RM,Rene,Rene - cuore,0,2017
RM - AZ. OSP. UNIV. POLICLINICO TOR VERGATA,RM,Rene,Rene - cuore,0,2017
RM - OSPEDALE PEDIATRICO BAMBINO GESU',RM,Rene,Rene - cuore,0,2017
"RM - POLICLINICO UMBERTO I - ROMA, convenzione LAZIO",RM,Rene,Rene - cuore,0,2017
RM - POLICLINICO UMBERTO I - ROMA,RM,Rene,Rene - cuore,0,2017
RM - POLICLINICO UNIVERSITARIO A. GEMELLI,RM,Rene,Rene - cuore,0,2017
AQ - OSPEDALE CIVILE S. SALVATORE - L'AQUILA,AQ,Rene,Rene - cuore,0,2017
NA - UNIV NAPOLI - FEDERICO II - FAC. MEDIC.,NA,Rene,Rene - cuore,0,2017
SA - OORR S.GIOVANNI DI DIO E RUGGI D`ARAGONA,SA,Rene,Rene - cuore,0,2017
BA - AOU CONSORZIALE POLICLINICO di BARI,BA,Rene,Rene - cuore,0,2017
CS - PRESIDIO OSPEDALIERO ANNUNZIATA,CS,Rene,Rene - cuore,0,2017
RC - OSPEDALE BIANCHI - MELACRINO - MORELLI,RC,Rene,Rene - cuore,0,2017
CT - A.O. UNIVERSITARIA DI CATANIA,CT,Rene,Rene - cuore,0,2017
PA - Is.Me.T.T.,PA,Rene,Rene - cuore,1,2017
PA - P.O. CIVICO E BENFRATELLI,PA,Rene,Rene - cuore,0,2017
CA - AZIENDA OSPEDALIERA G. BROTZU,CA,Rene,Rene - cuore,0,2017
"TO - AOU Città della Salute, PO OIRM",TO,Fegato,Fegato,0,2017
"TO - AOU Città della Salute, PO S.G.Battista",TO,Fegato,Fegato,148,2017
BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,BG,Fegato,Fegato,92,2017
MI - AO NIGUARDA CA' GRANDA - MILANO,MI,Fegato,Fegato,119,2017
MI - ISTITUTO NAZ.LE PER CURA TUMORI - MILANO,MI,Fegato,Fegato,33,2017
MI - OSPEDALE MAGGIORE POLICLINICO - MILANO,MI,Fegato,Fegato,47,2017
PD - AZIENDA OSPEDALIERA DI PADOVA,PD,Fegato,Fegato,108,2017
VR - OSPEDALE CIVILE MAGGIORE - VERONA,VR,Fegato,Fegato,59,2017
UD - AZIENDA OSPEDALIERA S. M. MISERICORDIA,UD,Fegato,Fegato,26,2017
BO - S.ORSOLA-MALPIGHI - BO,BO,Fegato,Fegato,80,2017
MO - AZIENDA OSPEDALIERA POLICLINICO - MODENA,MO,Fegato,Fegato,50,2017
PI - A.O.U. PISANA,PI,Fegato,Fegato,142,2017
AN - PRESIDIO OSPEDALIERO UMBERTO I - ANCONA,AN,Fegato,Fegato,43,2017
RM - A.O. SAN CAMILLO - FORLANINI,RM,Fegato,Fegato,26,2017
RM - AZ. OSP. UNIV. POLICLINICO TOR VERGATA,RM,Fegato,Fegato,25,2017
RM - OSPEDALE PEDIATRICO BAMBINO GESU',RM,Fegato,Fegato,24,2017
"RM - POLICLINICO UMBERTO I - ROMA, convenzione LAZIO",RM,Fegato,Fegato,4,2017
RM - POLICLINICO UMBERTO I - ROMA,RM,Fegato,Fegato,20,2017
RM - POLICLINICO UNIVERSITARIO A. GEMELLI,RM,Fegato,Fegato,27,2017
"RM - POLICLINICO UNIVERSITARIO A. GEMELLI, convenzione LAZIO",RM,Fegato,Fegato,15,2017
NA - AZIENDA OSPEDALIERA A. CARDARELLI,NA,Fegato,Fegato,56,2017
BA - AOU CONSORZIALE POLICLINICO di BARI,BA,Fegato,Fegato,23,2017
PA - Is.Me.T.T.,PA,Fegato,Fegato,83,2017
CA - AZIENDA OSPEDALIERA G. BROTZU,CA,Fegato,Fegato,24,2017
"TO - AOU Città della Salute, PO OIRM",TO,Fegato,Fegato - pancreas,0,2017
"TO - AOU Città della Salute, PO S.G.Battista",TO,Fegato,Fegato - pancreas,0,2017
BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,BG,Fegato,Fegato - pancreas,0,2017
MI - AO NIGUARDA CA' GRANDA - MILANO,MI,Fegato,Fegato - pancreas,1,2017
MI - ISTITUTO NAZ.LE PER CURA TUMORI - MILANO,MI,Fegato,Fegato - pancreas,0,2017
MI - OSPEDALE MAGGIORE POLICLINICO - MILANO,MI,Fegato,Fegato - pancreas,0,2017
PD - AZIENDA OSPEDALIERA DI PADOVA,PD,Fegato,Fegato - pancreas,0,2017
VR - OSPEDALE CIVILE MAGGIORE - VERONA,VR,Fegato,Fegato - pancreas,0,2017
UD - AZIENDA OSPEDALIERA S. M. MISERICORDIA,UD,Fegato,Fegato - pancreas,0,2017
BO - S.ORSOLA-MALPIGHI - BO,BO,Fegato,Fegato - pancreas,0,2017
MO - AZIENDA OSPEDALIERA POLICLINICO - MODENA,MO,Fegato,Fegato - pancreas,0,2017
PI - A.O.U. PISANA,PI,Fegato,Fegato - pancreas,0,2017
AN - PRESIDIO OSPEDALIERO UMBERTO I - ANCONA,AN,Fegato,Fegato - pancreas,0,2017
RM - A.O. SAN CAMILLO - FORLANINI,RM,Fegato,Fegato - pancreas,0,2017
RM - AZ. OSP. UNIV. POLICLINICO TOR VERGATA,RM,Fegato,Fegato - pancreas,0,2017
RM - OSPEDALE PEDIATRICO BAMBINO GESU',RM,Fegato,Fegato - pancreas,1,2017
"RM - POLICLINICO UMBERTO I - ROMA, convenzione LAZIO",RM,Fegato,Fegato - pancreas,0,2017
RM - POLICLINICO UMBERTO I - ROMA,RM,Fegato,Fegato - pancreas,0,2017
RM - POLICLINICO UNIVERSITARIO A. GEMELLI,RM,Fegato,Fegato - pancreas,0,2017
"RM - POLICLINICO UNIVERSITARIO A. GEMELLI, convenzione LAZIO",RM,Fegato,Fegato - pancreas,0,2017
NA - AZIENDA OSPEDALIERA A. CARDARELLI,NA,Fegato,Fegato - pancreas,0,2017
BA - AOU CONSORZIALE POLICLINICO di BARI,BA,Fegato,Fegato - pancreas,0,2017
PA - Is.Me.T.T.,PA,Fegato,Fegato - pancreas,0,2017
CA - AZIENDA OSPEDALIERA G. BROTZU,CA,Fegato,Fegato - pancreas,0,2017
"TO - AOU Città della Salute, PO OIRM",TO,Fegato,Rene - fegato,1,2017
"TO - AOU Città della Salute, PO S.G.Battista",TO,Fegato,Rene - fegato,4,2017
BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,BG,Fegato,Rene - fegato,3,2017
MI - AO NIGUARDA CA' GRANDA - MILANO,MI,Fegato,Rene - fegato,1,2017
MI - ISTITUTO NAZ.LE PER CURA TUMORI - MILANO,MI,Fegato,Rene - fegato,0,2017
MI - OSPEDALE MAGGIORE POLICLINICO - MILANO,MI,Fegato,Rene - fegato,3,2017
PD - AZIENDA OSPEDALIERA DI PADOVA,PD,Fegato,Rene - fegato,1,2017
VR - OSPEDALE CIVILE MAGGIORE - VERONA,VR,Fegato,Rene - fegato,2,2017
UD - AZIENDA OSPEDALIERA S. M. MISERICORDIA,UD,Fegato,Rene - fegato,0,2017
BO - S.ORSOLA-MALPIGHI - BO,BO,Fegato,Rene - fegato,0,2017
MO - AZIENDA OSPEDALIERA POLICLINICO - MODENA,MO,Fegato,Rene - fegato,1,2017
PI - A.O.U. PISANA,PI,Fegato,Rene - fegato,0,2017
AN - PRESIDIO OSPEDALIERO UMBERTO I - ANCONA,AN,Fegato,Rene - fegato,0,2017
RM - A.O. SAN CAMILLO - FORLANINI,RM,Fegato,Rene - fegato,0,2017
RM - AZ. OSP. UNIV. POLICLINICO TOR VERGATA,RM,Fegato,Rene - fegato,0,2017
RM - OSPEDALE PEDIATRICO BAMBINO GESU',RM,Fegato,Rene - fegato,2,2017
"RM - POLICLINICO UMBERTO I - ROMA, convenzione LAZIO",RM,Fegato,Rene - fegato,0,2017
RM - POLICLINICO UMBERTO I - ROMA,RM,Fegato,Rene - fegato,0,2017
RM - POLICLINICO UNIVERSITARIO A. GEMELLI,RM,Fegato,Rene - fegato,0,2017
"RM - POLICLINICO UNIVERSITARIO A. GEMELLI, convenzione LAZIO",RM,Fegato,Rene - fegato,0,2017
NA - AZIENDA OSPEDALIERA A. CARDARELLI,NA,Fegato,Rene - fegato,0,2017
BA - AOU CONSORZIALE POLICLINICO di BARI,BA,Fegato,Rene - fegato,0,2017
PA - Is.Me.T.T.,PA,Fegato,Rene - fegato,0,2017
CA - AZIENDA OSPEDALIERA G. BROTZU,CA,Fegato,Rene - fegato,1,2017
"TO - AOU Città della Salute, PO OIRM",TO,Cuore,Cuore,4,2017
"TO - AOU Città della Salute, PO S.G.Battista",TO,Cuore,Cuore,20,2017
BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,BG,Cuore,Cuore,19,2017
MI - AO NIGUARDA CA' GRANDA - MILANO,MI,Cuore,Cuore,29,2017
PV - OSPEDALE POLICLINICO S. MATTEO - PAVIA,PV,Cuore,Cuore,14,2017
PD - AZIENDA OSPEDALIERA DI PADOVA,PD,Cuore,Cuore,40,2017
VR - OSPEDALE CIVILE MAGGIORE - VERONA,VR,Cuore,Cuore,16,2017
UD - AZIENDA OSPEDALIERA S. M. MISERICORDIA,UD,Cuore,Cuore,26,2017
BO - S.ORSOLA-MALPIGHI - BO,BO,Cuore,Cuore,20,2017
SI - A.O.U. SENESE - S.M. alle SCOTTE,SI,Cuore,Cuore,10,2017
RM - A.O. SAN CAMILLO - FORLANINI,RM,Cuore,Cuore,14,2017
RM - OSPEDALE PEDIATRICO BAMBINO GESU',RM,Cuore,Cuore,11,2017
NA - A. O. MONALDI,NA,Cuore,Cuore,12,2017
BA - AOU CONSORZIALE POLICLINICO di BARI,BA,Cuore,Cuore,7,2017
PA - Is.Me.T.T.,PA,Cuore,Cuore,15,2017
CA - AZIENDA OSPEDALIERA G. BROTZU,CA,Cuore,Cuore,3,2017
"TO - AOU Città della Salute, PO OIRM",TO,Cuore,Cuore - polmone doppio,0,2017
"TO - AOU Città della Salute, PO S.G.Battista",TO,Cuore,Cuore - polmone doppio,0,2017
BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,BG,Cuore,Cuore - polmone doppio,0,2017
MI - AO NIGUARDA CA' GRANDA - MILANO,MI,Cuore,Cuore - polmone doppio,0,2017
PV - OSPEDALE POLICLINICO S. MATTEO - PAVIA,PV,Cuore,Cuore - polmone doppio,0,2017
PD - AZIENDA OSPEDALIERA DI PADOVA,PD,Cuore,Cuore - polmone doppio,0,2017
VR - OSPEDALE CIVILE MAGGIORE - VERONA,VR,Cuore,Cuore - polmone doppio,0,2017
UD - AZIENDA OSPEDALIERA S. M. MISERICORDIA,UD,Cuore,Cuore - polmone doppio,0,2017
BO - S.ORSOLA-MALPIGHI - BO,BO,Cuore,Cuore - polmone doppio,0,2017
SI - A.O.U. SENESE - S.M. alle SCOTTE,SI,Cuore,Cuore - polmone doppio,0,2017
RM - A.O. SAN CAMILLO - FORLANINI,RM,Cuore,Cuore - polmone doppio,0,2017
RM - OSPEDALE PEDIATRICO BAMBINO GESU',RM,Cuore,Cuore - polmone doppio,1,2017
NA - A. O. MONALDI,NA,Cuore,Cuore - polmone doppio,0,2017
BA - AOU CONSORZIALE POLICLINICO di BARI,BA,Cuore,Cuore - polmone doppio,0,2017
PA - Is.Me.T.T.,PA,Cuore,Cuore - polmone doppio,0,2017
CA - AZIENDA OSPEDALIERA G. BROTZU,CA,Cuore,Cuore - polmone doppio,0,2017
"TO - AOU Città della Salute, PO OIRM",TO,Cuore,Rene - cuore,0,2017
"TO - AOU Città della Salute, PO S.G.Battista",TO,Cuore,Rene - cuore,0,2017
BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,BG,Cuore,Rene - cuore,1,2017
MI - AO NIGUARDA CA' GRANDA - MILANO,MI,Cuore,Rene - cuore,0,2017
PV - OSPEDALE POLICLINICO S. MATTEO - PAVIA,PV,Cuore,Rene - cuore,0,2017
PD - AZIENDA OSPEDALIERA DI PADOVA,PD,Cuore,Rene - cuore,0,2017
VR - OSPEDALE CIVILE MAGGIORE - VERONA,VR,Cuore,Rene - cuore,1,2017
UD - AZIENDA OSPEDALIERA S. M. MISERICORDIA,UD,Cuore,Rene - cuore,1,2017
BO - S.ORSOLA-MALPIGHI - BO,BO,Cuore,Rene - cuore,0,2017
SI - A.O.U. SENESE - S.M. alle SCOTTE,SI,Cuore,Rene - cuore,0,2017
RM - A.O. SAN CAMILLO - FORLANINI,RM,Cuore,Rene - cuore,0,2017
RM - OSPEDALE PEDIATRICO BAMBINO GESU',RM,Cuore,Rene - cuore,0,2017
NA - A. O. MONALDI,NA,Cuore,Rene - cuore,0,2017
BA - AOU CONSORZIALE POLICLINICO di BARI,BA,Cuore,Rene - cuore,0,2017
PA - Is.Me.T.T.,PA,Cuore,Rene - cuore,1,2017
CA - AZIENDA OSPEDALIERA G. BROTZU,CA,Cuore,Rene - cuore,0,2017
"TO - AOU Città della Salute, PO S.G.Battista",TO,Polmone,Polmone,6,2017
BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,BG,Polmone,Polmone,2,2017
MI - OSPEDALE MAGGIORE POLICLINICO - MILANO,MI,Polmone,Polmone,0,2017
PV - OSPEDALE POLICLINICO S. MATTEO - PAVIA,PV,Polmone,Polmone,1,2017
PD - AZIENDA OSPEDALIERA DI PADOVA,PD,Polmone,Polmone,0,2017
BO - S.ORSOLA-MALPIGHI - BO,BO,Polmone,Polmone,0,2017
SI - A.O.U. SENESE - S.M. alle SCOTTE,SI,Polmone,Polmone,3,2017
RM - OSPEDALE PEDIATRICO BAMBINO GESU',RM,Polmone,Polmone,0,2017
RM - POLICLINICO UMBERTO I - ROMA,RM,Polmone,Polmone,2,2017
PA - Is.Me.T.T.,PA,Polmone,Polmone,0,2017
"TO - AOU Città della Salute, PO S.G.Battista",TO,Polmone,Polmone doppio,25,2017
BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,BG,Polmone,Polmone doppio,7,2017
MI - OSPEDALE MAGGIORE POLICLINICO - MILANO,MI,Polmone,Polmone doppio,35,2017
PV - OSPEDALE POLICLINICO S. MATTEO - PAVIA,PV,Polmone,Polmone doppio,6,2017
PD - AZIENDA OSPEDALIERA DI PADOVA,PD,Polmone,Polmone doppio,23,2017
BO - S.ORSOLA-MALPIGHI - BO,BO,Polmone,Polmone doppio,6,2017
SI - A.O.U. SENESE - S.M. alle SCOTTE,SI,Polmone,Polmone doppio,11,2017
RM - OSPEDALE PEDIATRICO BAMBINO GESU',RM,Polmone,Polmone doppio,0,2017
RM - POLICLINICO UMBERTO I - ROMA,RM,Polmone,Polmone doppio,7,2017
PA - Is.Me.T.T.,PA,Polmone,Polmone doppio,9,2017
"TO - AOU Città della Salute, PO S.G.Battista",TO,Polmone,Cuore - polmone doppio,0,2017
BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,BG,Polmone,Cuore - polmone doppio,0,2017
MI - OSPEDALE MAGGIORE POLICLINICO - MILANO,MI,Polmone,Cuore - polmone doppio,0,2017
PV - OSPEDALE POLICLINICO S. MATTEO - PAVIA,PV,Polmone,Cuore - polmone doppio,0,2017
PD - AZIENDA OSPEDALIERA DI PADOVA,PD,Polmone,Cuore - polmone doppio,0,2017
BO - S.ORSOLA-MALPIGHI - BO,BO,Polmone,Cuore - polmone doppio,0,2017
SI - A.O.U. SENESE - S.M. alle SCOTTE,SI,Polmone,Cuore - polmone doppio,0,2017
RM - OSPEDALE PEDIATRICO BAMBINO GESU',RM,Polmone,Cuore - polmone doppio,1,2017
RM - POLICLINICO UMBERTO I - ROMA,RM,Polmone,Cuore - polmone doppio,0,2017
PA - Is.Me.T.T.,PA,Polmone,Cuore - polmone doppio,0,2017
"TO - AOU Città della Salute, PO S.G.Battista",TO,Pancreas,Pancreas,0,2017
MI - AO NIGUARDA CA' GRANDA - MILANO,MI,Pancreas,Pancreas,0,2017
MI - IRCCS S. RAFFAELE - MILANO,MI,Pancreas,Pancreas,4,2017
PD - AZIENDA OSPEDALIERA DI PADOVA,PD,Pancreas,Pancreas,0,2017
PI - A.O.U. PISANA,PI,Pancreas,Pancreas,5,2017
RM - OSPEDALE PEDIATRICO BAMBINO GESU',RM,Pancreas,Pancreas,0,2017
PA - Is.Me.T.T.,PA,Pancreas,Pancreas,0,2017
CA - AZIENDA OSPEDALIERA G. BROTZU,CA,Pancreas,Pancreas,0,2017
"TO - AOU Città della Salute, PO S.G.Battista",TO,Pancreas,Rene - pancreas,1,2017
MI - AO NIGUARDA CA' GRANDA - MILANO,MI,Pancreas,Rene - pancreas,1,2017
MI - IRCCS S. RAFFAELE - MILANO,MI,Pancreas,Rene - pancreas,10,2017
PD - AZIENDA OSPEDALIERA DI PADOVA,PD,Pancreas,Rene - pancreas,8,2017
PI - A.O.U. PISANA,PI,Pancreas,Rene - pancreas,5,2017
RM - OSPEDALE PEDIATRICO BAMBINO GESU',RM,Pancreas,Rene - pancreas,0,2017
PA - Is.Me.T.T.,PA,Pancreas,Rene - pancreas,2,2017
CA - AZIENDA OSPEDALIERA G. BROTZU,CA,Pancreas,Rene - pancreas,1,2017
"TO - AOU Città della Salute, PO S.G.Battista",TO,Pancreas,Fegato - pancreas,0,2017
MI - AO NIGUARDA CA' GRANDA - MILANO,MI,Pancreas,Fegato - pancreas,1,2017
MI - IRCCS S. RAFFAELE - MILANO,MI,Pancreas,Fegato - pancreas,0,2017
PD - AZIENDA OSPEDALIERA DI PADOVA,PD,Pancreas,Fegato - pancreas,0,2017
PI - A.O.U. PISANA,PI,Pancreas,Fegato - pancreas,0,2017
RM - OSPEDALE PEDIATRICO BAMBINO GESU',RM,Pancreas,Fegato - pancreas,1,2017
PA - Is.Me.T.T.,PA,Pancreas,Fegato - pancreas,0,2017
CA - AZIENDA OSPEDALIERA G. BROTZU,CA,Pancreas,Fegato - pancreas,0,2017
NO - AOU MAGGIORE DELLA CARITA' - NOVARA,NO,Rene,Rene,54,2018
"TO - AOU Città della Salute, PO OIRM",TO,Rene,Rene,1,2018
"TO - AOU Città della Salute, PO S.G.Battista",TO,Rene,Rene,145,2018
BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,BG,Rene,Rene,50,2018
BS - PRES. OSPEDAL. SPEDALI CIVILI BRESCIA,BS,Rene,Rene,53,2018
MI - AO NIGUARDA CA' GRANDA - MILANO,MI,Rene,Rene,50,2018
MI - IRCCS S. RAFFAELE - MILANO,MI,Rene,Rene,45,2018
MI - OSPEDALE MAGGIORE POLICLINICO - MILANO,MI,Rene,Rene,54,2018
PV - OSPEDALE POLICLINICO S. MATTEO - PAVIA,PV,Rene,Rene,21,2018
VA - OSPEDALE DI CIRCOLO E FONDAZIONE MACCHI,VA,Rene,Rene,36,2018
PD - AZIENDA OSPEDALIERA DI PADOVA,PD,Rene,Rene,102,2018
TV - OSPEDALE CA' FONCELLO - TREVISO,TV,Rene,Rene,26,2018
VI - OSPEDALE DI VICENZA,VI,Rene,Rene,14,2018
VR - OSPEDALE CIVILE MAGGIORE - VERONA,VR,Rene,Rene,93,2018
UD - AZIENDA OSPEDALIERA S. M. MISERICORDIA,UD,Rene,Rene,26,2018
GE - A.O.U. S. MARTINO - GENOVA,GE,Rene,Rene,71,2018
BO - S.ORSOLA-MALPIGHI - BO,BO,Rene,Rene,53,2018
MO - AZIENDA OSPEDALIERA POLICLINICO - MODENA,MO,Rene,Rene,20,2018
PR - OSPEDALE MAGGIORE - PARMA,PR,Rene,Rene,35,2018
FI - A.O.U. CAREGGI - FIRENZE,FI,Rene,Rene,46,2018
PI - A.O.U. PISANA,PI,Rene,Rene,25,2018
SI - A.O.U. SENESE - S.M. alle SCOTTE,SI,Rene,Rene,40,2018
PG - AZIENDA OSPEDALIERA DI PERUGIA,PG,Rene,Rene,19,2018
AN - PRESIDIO OSPEDALIERO UMBERTO I - ANCONA,AN,Rene,Rene,41,2018
RM - A.O. SAN CAMILLO - FORLANINI,RM,Rene,Rene,23,2018
RM - AZ. OSP. UNIV. POLICLINICO TOR VERGATA,RM,Rene,Rene,65,2018
RM - OSPEDALE PEDIATRICO BAMBINO GESU',RM,Rene,Rene,15,2018
"RM - POLICLINICO UMBERTO I - ROMA, convenzione LAZIO",RM,Rene,Rene,9,2018
RM - POLICLINICO UMBERTO I - ROMA,RM,Rene,Rene,63,2018
RM - POLICLINICO UNIVERSITARIO A. GEMELLI,RM,Rene,Rene,46,2018
AQ - OSPEDALE CIVILE S. SALVATORE - L'AQUILA,AQ,Rene,Rene,33,2018
NA - UNIV NAPOLI - FEDERICO II - FAC. MEDIC.,NA,Rene,Rene,33,2018
SA - OORR S.GIOVANNI DI DIO E RUGGI D`ARAGONA,SA,Rene,Rene,34,2018
BA - AOU CONSORZIALE POLICLINICO di BARI,BA,Rene,Rene,33,2018
CS - PRESIDIO OSPEDALIERO ANNUNZIATA,CS,Rene,Rene,17,2018
RC - OSPEDALE BIANCHI - MELACRINO - MORELLI,RC,Rene,Rene,16,2018
CT - A.O. UNIVERSITARIA DI CATANIA,CT,Rene,Rene,6,2018
PA - Is.Me.T.T.,PA,Rene,Rene,56,2018
PA - P.O. CIVICO E BENFRATELLI,PA,Rene,Rene,41,2018
CA - AZIENDA OSPEDALIERA G. BROTZU,CA,Rene,Rene,34,2018
NO - AOU MAGGIORE DELLA CARITA' - NOVARA,NO,Rene,Rene doppio,3,2018
"TO - AOU Città della Salute, PO OIRM",TO,Rene,Rene doppio,0,2018
"TO - AOU Città della Salute, PO S.G.Battista",TO,Rene,Rene doppio,8,2018
